Contig,06/29/10,05/22/13,07/10/09,12/23/13,12/11/12,02/23/11,09/18/13,03/13/13,09/28/11,05/17/10,04/29/11,11/29/11,05/22/13,01/15/14,05/21/11,02/13/13,05/22/13,08/11/10,01/26/12,01/16/13,04/27/10,11/23/10,05/21/14,02/11/10,09/10/14,12/20/11,10/21/10,01/11/11,12/23/13,06/22/11,08/19/09,09/24/09,04/24/13,10/21/10,04/10/14,11/28/12,07/21/10,06/29/10,08/14/13,12/23/09,07/17/14,09/10/14,07/20/11,10/22/09,08/14/13,07/09/12,08/14/13,10/22/09,06/29/10,07/21/10,10/25/11,05/21/14,02/11/10,09/10/14,03/13/13,12/11/12,04/10/14,08/11/10,09/18/13,02/12/14,12/20/11,07/10/09,11/28/12,01/16/13,07/18/13,01/26/12,08/17/11,12/16/10,01/11/11,05/21/11,12/20/11,09/15/10,09/24/09,11/13/13,06/22/11,06/19/13,06/20/12,02/16/12,06/19/13,08/19/09,11/28/12,12/23/09,11/23/10,08/17/11,01/26/12,11/29/11,11/29/11,11/13/13,09/15/10,09/28/11,12/23/13,02/16/12,08/15/12,02/12/14,05/17/10,03/24/10,04/29/11,02/23/11,04/27/10,12/16/10,04/24/13,05/30/12,02/13/13,03/24/10,07/18/13,08/15/12,07/20/11,10/25/11,07/17/14,05/30/12,01/15/14,Clade
1126415_scaffold01278,51.035984,516.82043,60.853542,2.233655,15.441956,9.523764,22.209913,20.697071,4.8322783,5.946259,15.873573,9.274446,516.82043,11.304941,10.981736,9.197082,516.82043,7.7063346,1.2154312,11.196633,7.8523045,6.8423123,17.475481,2.5878062,12.891747,4.105921,14.197782,2.2693536,2.233655,5.409489,29.512905,9.186574,171.67528,14.197782,28.92767,13.611515,9.737521,51.035984,25.85572,4.4222226,3.2349741,12.891747,3.6189814,5.330278,25.85572,67.19422,25.85572,5.330278,51.035984,9.737521,4.4701276,17.475481,2.5878062,12.891747,20.697071,15.441956,28.92767,7.7063346,22.209913,8.5200205,4.105921,60.853542,13.611515,11.196633,20.724516,1.2154312,12.229402,9.314371,2.2693536,10.981736,4.105921,4.54989,9.186574,6.6444583,5.409489,81.03956,60.343487,10.056962,81.03956,29.512905,13.611515,4.4222226,6.8423123,12.229402,1.2154312,9.274446,9.274446,6.6444583,4.54989,4.8322783,2.233655,10.056962,525.4577,8.5200205,5.946259,4.1109343,15.873573,9.523764,7.8523045,9.314371,171.67528,490.9555,9.197082,4.1109343,20.724516,525.4577,3.6189814,4.4701276,3.2349741,490.9555,11.304941,PLV2
1126415_scaffold01365,244.76105,22.656137,97.59459,4.81848,17.844975,13.396502,33.671223,22.506357,14.405769,795.80835,234.15782,33.380978,22.656137,21.246439,95.07329,55.404747,22.656137,147.33011,0,6.0182657,31.743395,19.880892,259.2569,11.743592,2.9612827,21.862328,30.904541,9.236413,4.81848,38.584885,52.683773,23.351444,20.459763,30.904541,7.1668215,16.351355,176.70285,244.76105,58.48453,34.581398,0.92885715,2.9612827,44.007584,19.763166,58.48453,73.7567,58.48453,19.763166,244.76105,176.70285,14.014197,259.2569,11.743592,2.9612827,22.506357,17.844975,7.1668215,147.33011,33.671223,17.128944,21.862328,97.59459,16.351355,6.0182657,48.279984,0,33.080757,22.383465,9.236413,95.07329,21.862328,26.062849,23.351444,9.278034,38.584885,30.710096,78.285805,20.184057,30.710096,52.683773,16.351355,34.581398,19.880892,33.080757,0,33.380978,33.380978,9.278034,26.062849,14.405769,4.81848,20.184057,38.386997,17.128944,795.80835,23.564503,234.15782,13.396502,31.743395,22.383465,20.459763,344.14658,55.404747,23.564503,48.279984,38.386997,44.007584,14.014197,0.92885715,344.14658,21.246439,PLV3
1126415_scaffold01456,13.218394,7.004007,78.179276,43.86055,3.6038516,31.58376,12.459559,5.291029,48.8612,36.66202,37.197807,4.832835,7.004007,61.850613,336.1917,0.6320309,7.004007,3.4962456,0,0.95410776,18.46718,1.8855156,43.89191,4.13469,2.288656,27.817581,0.6801388,33.38831,43.86055,138.00227,43.23154,26.709522,21.242287,0.6801388,16.452726,2.873599,5.890352,13.218394,6.3378425,12.151544,0,2.288656,90.9524,22.34038,6.3378425,36.994133,6.3378425,22.34038,13.218394,5.890352,20.615541,43.89191,4.13469,2.288656,5.291029,3.6038516,16.452726,3.4962456,12.459559,75.59968,27.817581,78.179276,2.873599,0.95410776,9.774585,0,67.01154,24.835125,33.38831,336.1917,27.817581,0.63465005,26.709522,66.18078,138.00227,23.251732,31.741034,36.359608,23.251732,43.23154,2.873599,12.151544,1.8855156,67.01154,0,4.832835,4.832835,66.18078,0.63465005,48.8612,43.86055,36.359608,26.973303,75.59968,36.66202,3.9807768,37.197807,31.58376,18.46718,24.835125,21.242287,115.37124,0.6320309,3.9807768,9.774585,26.973303,90.9524,20.615541,0,115.37124,61.850613,X1
1126415_scaffold01478,6.1743717,33.931175,21.918814,6.561129,1.3024472,21.637074,4.604722,88.24804,0.30040878,3.304695,7.0286636,3.7207134,33.931175,4.5462084,1.72831,300.86816,33.931175,1.1477972,0,20.812265,5.7527385,1.1316661,3.9397435,10.254401,0.76804936,2.047962,1.8528332,0.76050484,6.561129,0.9524099,35.095013,3.7175555,19.999447,1.8528332,5.9482026,3.5505617,1.1602609,6.1743717,3.7124324,47.76679,5.2036963,0.76804936,1.6841786,25.34965,3.7124324,1.5288811,3.7124324,25.34965,6.1743717,1.1602609,1.5276587,3.9397435,10.254401,0.76804936,88.24804,1.3024472,5.9482026,1.1477972,4.604722,22.38078,2.047962,21.918814,3.5505617,20.812265,3.4276764,0,1.2396884,9.734084,0.76050484,1.72831,2.047962,1.5102357,3.7175555,4.125232,0.9524099,6.207531,1.0058753,11.414688,6.207531,35.095013,3.5505617,47.76679,1.1316661,1.2396884,0,3.7207134,3.7207134,4.125232,1.5102357,0.30040878,6.561129,11.414688,5.3388295,22.38078,3.304695,10.420078,7.0286636,21.637074,5.7527385,9.734084,19.999447,6.6495247,300.86816,10.420078,3.4276764,5.3388295,1.6841786,1.5276587,5.2036963,6.6495247,4.5462084,PLV2
1126415_scaffold01539,5.079063,29.777334,71.82949,5.95355,5.4132357,10.587,13.129264,32.26403,2.6833086,1.7105094,14.910574,6.3546567,29.777334,4.7815013,14.606734,3.0312717,29.777334,1.9137709,0,5.1479754,2.212834,8.906446,1.6304498,1.6582838,307.3443,2.8745806,10.402769,3.4158957,5.95355,3.5354214,43.94337,25.109999,137.14021,10.402769,6.0298886,3.8258514,1.7766297,5.079063,19.067087,4.3499365,0.98371226,307.3443,92.35342,13.192439,19.067087,95.99677,19.067087,13.192439,5.079063,1.7766297,6.1840944,1.6304498,1.6582838,307.3443,32.26403,5.4132357,6.0298886,1.9137709,13.129264,2.9093287,2.8745806,71.82949,3.8258514,5.1479754,16.253635,0,7.39319,12.144936,3.4158957,14.606734,2.8745806,1.2748522,25.109999,3.1902478,3.5354214,60.69569,80.72381,0.72325003,60.69569,43.94337,3.8258514,4.3499365,8.906446,7.39319,0,6.3546567,6.3546567,3.1902478,1.2748522,2.6833086,5.95355,0.72325003,86.78746,2.9093287,1.7105094,0.81823415,14.910574,10.587,2.212834,12.144936,137.14021,73.57294,3.0312717,0.81823415,16.253635,86.78746,92.35342,6.1840944,0.98371226,73.57294,4.7815013,X3
1126415_scaffold01581,0.062068455,0.18720919,106.77021,0,0,0.4360759,0.49322155,0,0,0.24096748,0,0.59269094,0.18720919,0,0.5410182,0,0.18720919,21.352467,0,0,1.4675395,4.309004,0,0.35041532,0,0.2650619,1.0843443,0,0,0.089649245,6.80651,8.660748,0,1.0843443,0,0,58.399162,0.062068455,0.84085673,1.9214118,0.59866625,0,0.18954647,0.7719843,0.84085673,0,0.84085673,0.7719843,0.062068455,58.399162,0.21817437,0,0.35041532,0,0,0,0,21.352467,0.49322155,0,0.2650619,106.77021,0,0,0,0,0.27023047,0,0,0.5410182,0.2650619,0.72171885,8.660748,0.5177378,0.089649245,0.07743836,0,0.4075505,0.07743836,6.80651,0,1.9214118,4.309004,0.27023047,0,0.59269094,0.59269094,0.5177378,0.72171885,0,0,0.4075505,0,0,0.24096748,0.4149665,0,0.4360759,1.4675395,0,0,0,0,0.4149665,0,0,0.18954647,0.21817437,0.59866625,0,0,X3
1126415_scaffold01603,6.073995,1.573902,130.48256,3.590039,2.721055,5.2242928,3.9807403,1.9475346,2.275086,6.3692975,1.2045623,1.9433159,1.573902,8.0588045,39.21455,0.3323421,1.573902,24.219418,0,2.8429687,9.144543,11.401841,0.11122782,21.211243,13.639084,1.9788406,16.409307,4.9783535,3.590039,183.5706,29.239405,46.34111,0.8913616,16.409307,1.1650225,4.6017737,7.272005,6.073995,2.1813645,51.04557,0.6039717,13.639084,17.822285,54.90721,2.1813645,2.4610412,2.1813645,54.90721,6.073995,7.272005,1.1555662,0.11122782,21.211243,13.639084,1.9475346,2.721055,1.1650225,24.219418,3.9807403,2.7143934,1.9788406,130.48256,4.6017737,2.8429687,1.2705097,0,2.6580963,11.0985775,4.9783535,39.21455,1.9788406,14.956691,46.34111,3.5257008,183.5706,1.4062433,1.1584978,20.887041,1.4062433,29.239405,4.6017737,51.04557,11.401841,2.6580963,0,1.9433159,1.9433159,3.5257008,14.956691,2.275086,3.590039,20.887041,0.9345084,2.7143934,6.3692975,32.235584,1.2045623,5.2242928,9.144543,11.0985775,0.8913616,3.024892,0.3323421,32.235584,1.2705097,0.9345084,17.822285,1.1555662,0.6039717,3.024892,8.0588045,PLV2
1126415_scaffold01711,1.1616305,0.25953174,62.880672,1.9060178,0.5007743,0.056675673,1.8803475,0.19115631,0.32340935,2.1045647,0.41380984,0,0.25953174,0.74155843,0.7356006,2.055083,0.25953174,0.04118925,0,0.2585278,4.0390387,0.039300367,0.34389627,1.5302309,1.6537089,0.99214315,0.13008873,0.054582156,1.9060178,0.2796356,7.3052883,0.066703126,0.57415175,0.13008873,0.13340881,0.92020917,0.0693942,1.1616305,1.24896,0.1479828,3.3197708,1.6537089,0.15766317,1.0702168,1.24896,3.3188603,1.24896,1.0702168,1.1616305,0.0693942,0.7939559,0.34389627,1.5302309,1.6537089,0.19115631,0.5007743,0.13340881,0.04118925,1.8803475,0.360964,0.99214315,62.880672,0.92020917,0.2585278,0.47614375,0,0.35121164,0.4794482,0.054582156,0.7356006,0.99214315,0.31266654,0.066703126,0,0.2796356,0.16103147,11.71742,0.33899713,0.16103147,7.3052883,0.92020917,0.1479828,0.039300367,0.35121164,0,0,0,0,0.31266654,0.32340935,1.9060178,0.33899713,1.2427229,0.360964,2.1045647,0.28763807,0.41380984,0.056675673,4.0390387,0.4794482,0.57415175,0.92369556,2.055083,0.28763807,0.47614375,1.2427229,0.15766317,0.7939559,3.3197708,0.92369556,0.74155843,PLV2
1126415_scaffold01828,0,0.53771526,101.66872,8.943359,0,0.29356116,0,0.09901262,0.5025459,0.20763707,0,0,0.53771526,7.2211294,0.04482549,0.11827386,0.53771526,0,0,0,0.74385345,0.08142514,0,0.7171222,0,0.057099693,0.044921096,0,8.943359,0,28.438349,10.641401,0.29739153,0.044921096,0.6910134,0,0,0,0.38815188,6.5919156,0,0,0,17.323025,0.38815188,0,0.38815188,17.323025,0,0,0.4699917,0,0.7171222,0,0.09901262,0,0.6910134,0,0,8.974433,0.057099693,101.66872,0,0,0,0,0.14553277,0.07095378,0,0.04482549,0.057099693,0.032390174,10.641401,11.431948,0,0.08340895,0,0,0.08340895,28.438349,0,6.5919156,0.08142514,0.14553277,0,0,0,11.431948,0.032390174,0.5025459,8.943359,0,0.32184458,8.974433,0.20763707,3.1287262,0,0.29356116,0.74385345,0.07095378,0.29739153,0.71766543,0.11827386,3.1287262,0,0.32184458,0,0.4699917,0,0.71766543,7.2211294,PLV2
1126415_scaffold02275,2.2464304,13.17482,146.07843,3.6426063,12.085971,1.7098033,4.5619383,0.66540504,0,2.616385,0.75452155,4.9158854,13.17482,3.2696793,0.9037364,0.66237366,13.17482,3.7278173,0,1.8998345,4.3741226,3.7848687,0.5320376,4.6502523,1.9188244,1.5988879,1.4591253,0.12666507,3.6426063,8.724519,49.203083,0.8513636,0.66619736,1.4591253,1.5995623,5.092266,0.72467256,2.2464304,4.202645,10.388259,0.48149776,1.9188244,2.1495337,19.09251,4.202645,0.9392502,4.202645,19.09251,2.2464304,0.72467256,0.06580281,0.5320376,4.6502523,1.9188244,0.66540504,12.085971,1.5995623,3.7278173,4.5619383,6.910731,1.5988879,146.07843,5.092266,1.8998345,5.386651,0,2.4450984,1.6689337,0.12666507,0.9037364,1.5988879,0.43535027,0.8513636,1.2492248,8.724519,2.9895573,1.1920581,3.0484135,2.9895573,49.203083,5.092266,10.388259,3.7848687,2.4450984,0,4.9158854,4.9158854,1.2492248,0.43535027,0,3.6426063,3.0484135,1.586146,6.910731,2.616385,3.0037584,0.75452155,1.7098033,4.3741226,1.6689337,0.66619736,1.4736955,0.66237366,3.0037584,5.386651,1.586146,2.1495337,0.06580281,0.48149776,1.4736955,3.2696793,PLV2
1126415_scaffold02397,23.1185,4.1062865,124.87682,3.2131586,4.903417,10.219192,5.919517,7.875002,2.2205641,173.70125,8.541439,5.2430096,4.1062865,2.6564984,7.698787,40.899784,4.1062865,14.509379,0,6.9974174,248.01144,4.833667,4.243369,12.790805,0.98735195,4.014899,3.3656948,6.582865,3.2131586,2.4116054,40.822266,9.08017,4.0450287,3.3656948,1.8054484,1.9440793,35.714397,23.1185,4.026755,44.17679,12.140236,0.98735195,3.8594642,19.00954,4.026755,2.8031478,4.026755,19.00954,23.1185,35.714397,2.2347305,4.243369,12.790805,0.98735195,7.875002,4.903417,1.8054484,14.509379,5.919517,6.03441,4.014899,124.87682,1.9440793,6.9974174,3.8378212,0,2.1807966,10.8777275,6.582865,7.698787,4.014899,8.77389,9.08017,7.0708246,2.4116054,3.9419174,2.1219854,21.555521,3.9419174,40.822266,1.9440793,44.17679,4.833667,2.1807966,0,5.2430096,5.2430096,7.0708246,8.77389,2.2205641,3.2131586,21.555521,7.197123,6.03441,173.70125,229.9534,8.541439,10.219192,248.01144,10.8777275,4.0450287,19.853828,40.899784,229.9534,3.8378212,7.197123,3.8594642,2.2347305,12.140236,19.853828,2.6564984,PLV2
1126415_scaffold02533,28.266977,107.21125,62.849693,9.104494,0.49290803,1.1157079,46.059937,158.63698,22.879908,17.755762,3.6366925,7.2977242,107.21125,14.780674,1.1712502,0.9833061,107.21125,32.281757,0,0,3.6442928,5.5606847,11.706259,2.2413592,78.3346,4.814975,12.271005,0,9.104494,8.219063,34.40783,5.170357,111.75502,12.271005,39.941097,14.370142,38.164932,28.266977,119.24607,15.840334,0,78.3346,42.239838,39.008926,119.24607,33.829212,119.24607,39.008926,28.266977,38.164932,16.257662,11.706259,2.2413592,78.3346,158.63698,0.49290803,39.941097,32.281757,46.059937,21.650719,4.814975,62.849693,14.370142,0,53.74994,0,18.667515,2.443855,0,1.1712502,4.814975,13.464284,5.170357,20.69752,8.219063,91.13862,22.444954,0.41709006,91.13862,34.40783,14.370142,15.840334,5.5606847,18.667515,0,7.2977242,7.2977242,20.69752,13.464284,22.879908,9.104494,0.41709006,8.065487,21.650719,17.755762,5.1315455,3.6366925,1.1157079,3.6442928,2.443855,111.75502,140.92381,0.9833061,5.1315455,53.74994,8.065487,42.239838,16.257662,0,140.92381,14.780674,PLV2
1126415_scaffold02572,0,0,126.53277,2.9199224,0.99365604,0.84343565,0.21199197,0,0,0.3107113,2.859179,14.6159935,0,0,10.303112,0.2831789,0,0.9194548,0,0,0.22262274,1.6083648,0,0.5873879,0,2.1190321,0.21510597,3.7906418,2.9199224,0.5009188,39.919075,0.4963311,0.2136102,0.21510597,0,1.4923345,15.662769,0,4.027132,0,0.25731325,0,2.4929552,0,4.027132,1.4723483,4.027132,0,0,15.662769,1.8285872,0,0.5873879,0,0,0.99365604,0,0.9194548,0.21199197,0,2.1190321,126.53277,1.4923345,0,0.2952447,0,0.6968879,2.1235263,3.7906418,10.303112,2.1190321,1.6285634,0.4963311,3.3379397,0.5009188,0,3.3401446,0,0,39.919075,1.4923345,0,1.6083648,0.6968879,0,14.6159935,14.6159935,3.3379397,1.6285634,0,2.9199224,0,4.3537827,0,0.3107113,0,2.859179,0.84343565,0.22262274,2.1235263,0.2136102,0.4295702,0.2831789,0,0.2952447,4.3537827,2.4929552,1.8285872,0.25731325,0.4295702,0,PLV2
1126415_scaffold02595,28.993258,2.0186672,28.365313,25.255203,14.957108,23.981142,31.697565,0.8326279,26.060732,0,40.389584,41.892723,2.0186672,27.87062,0.5923524,3.4100628,2.0186672,17.325861,0,1.3941952,8.042521,1.6629139,0,6.5292664,2.0580378,50.760727,34.105923,0.2717096,25.255203,0.8506814,40.627274,40.426807,9.646167,34.105923,1.7709551,18.851734,3.2817163,28.993258,21.138866,17.127281,0,2.0580378,2.109274,39.12406,21.138866,150.87404,21.138866,39.12406,28.993258,3.2817163,45.522102,0,6.5292664,2.0580378,0.8326279,14.957108,1.7709551,17.325861,31.697565,17.407238,50.760727,28.365313,18.851734,1.3941952,19.702621,0,4.8079047,4.3471847,0.2717096,0.5923524,50.760727,2.0233872,40.426807,8.709075,0.8506814,18.837915,113.03017,54.000805,18.837915,40.627274,18.851734,17.127281,1.6629139,4.8079047,0,41.892723,41.892723,8.709075,2.0233872,26.060732,25.255203,54.000805,1.1599249,17.407238,0,3.042703,40.389584,23.981142,8.042521,4.3471847,9.646167,135.78911,3.4100628,3.042703,19.702621,1.1599249,2.109274,45.522102,0,135.78911,27.87062,PLV2
1126415_scaffold02610,13.214595,0.4860671,82.52885,6.439473,0,27.527119,9.177584,0.59668225,0,7.7579894,83.55332,1.5388538,0.4860671,15.925325,18.477097,0,0.4860671,2.005686,0,0.4303883,11.09469,1.5211525,17.604584,6.232219,0,5.16152,1.4618294,0.88594854,6.439473,7.526034,76.53254,21.487228,0.14337426,1.4618294,243.02689,4.419038,18.628426,13.214595,0.7797098,23.557865,0.5181227,0,6.299335,33.406136,0.7797098,1.1117631,0.7797098,33.406136,13.214595,18.628426,7.0808077,17.604584,6.232219,0,0.59668225,0,243.02689,2.005686,9.177584,10.591226,5.16152,82.52885,4.419038,0.4303883,0,0,3.245003,2.0524347,0.88594854,18.477097,5.16152,2.1080923,21.487228,13.778527,7.526034,0.40211958,0,5.184974,0.40211958,76.53254,4.419038,23.557865,1.5211525,3.245003,0,1.5388538,1.5388538,13.778527,2.1080923,0,6.439473,5.184974,0.31032643,10.591226,7.7579894,12.569816,83.55332,27.527119,11.09469,2.0524347,0.14337426,3.1715827,0,12.569816,0,0.31032643,6.299335,7.0808077,0.5181227,3.1715827,15.925325,X1
1126415_scaffold02696,2.9603815,1.1574659,43.22297,2.2858498,1.9143134,1.5887995,5.4454665,0.24357817,0,1.1493046,0.45196387,0.5889302,1.1574659,2.8347604,0,0.72740555,1.1574659,0.62981766,0,1.537318,2.973641,1.0015584,0.43820482,5.9888997,0,0.4916427,0.9393275,0.13910104,2.2858498,0,29.889519,13.76927,0,0.9393275,0.39665326,6.3138022,1.1495191,2.9603815,0.79573464,21.684969,0,0,0.2009,37.161053,0.79573464,1.3065232,0.79573464,37.161053,2.9603815,1.1495191,1.5175301,0.43820482,5.9888997,0,0.24357817,1.9143134,0.39665326,0.62981766,5.4454665,1.9548007,0.4916427,43.22297,6.3138022,1.537318,0.15167981,0,0.17901054,1.4836868,0.13910104,0,0.4916427,0.9163448,13.76927,5.1445265,0,0,1.2737134,0.5399527,0,29.889519,6.3138022,21.684969,1.0015584,0.17901054,0,0.5889302,0.5889302,5.1445265,0.9163448,0,2.2858498,0.5399527,0.039588038,1.9548007,1.1493046,12.461633,0.45196387,1.5887995,2.973641,1.4836868,0,0.7356286,0.72740555,12.461633,0.15167981,0.039588038,0.2009,1.5175301,0,0.7356286,2.8347604,PLV2
1126415_scaffold02749,0.91544175,0.16734122,120.50903,0.43375227,0.12915598,0,0,0,6.360114,0.06461829,0,5.960142,0.16734122,0.9562862,0,0,0.16734122,0.902974,0,0.8890341,0.11574652,3.2435381,1.4782528,0.8457122,0,2.84318,0.16775759,0.91503245,0.43375227,0.040067516,7.286267,2.2364645,0.7404048,0.16775759,0.11469269,1.7343602,5.548267,0.91544175,1.1274285,2.385414,0,0,0.4574622,8.108156,1.1274285,2.2965202,1.1274285,8.108156,0.91544175,5.548267,6.0700026,1.4782528,0.8457122,0,0,0.12915598,0.11469269,0.902974,0,1.1637143,2.84318,120.50903,1.7343602,0.8890341,0,0,1.2681465,2.5614395,0.91503245,0,2.84318,0.40320313,2.2364645,0,0.040067516,1.7651113,0,0.43715802,1.7651113,7.286267,1.7343602,2.385414,3.2435381,1.2681465,0,5.960142,5.960142,0,0.40320313,6.360114,0.43375227,0.43715802,0,1.1637143,0.06461829,0.18546365,0,0,0.11574652,2.5614395,0.7404048,0,0,0.18546365,0,0,0.4574622,6.0700026,0,0,0.9562862,X2
1126415_scaffold02855,0.0851204,0.08557928,102.56769,1.6267054,0,0.44852442,0.4509346,0.12606567,0.3199278,0.06609235,0.62377924,0.40640688,0.08557928,0,2.2829232,0,0.08557928,0.43462232,0,0.6819859,0.1183869,0.10367278,0.15119742,0.0480558,0,0.43620563,0,0.71992767,1.6267054,0.8606121,0.37638783,3.8711238,0,0,0,1.120373,0,0.0851204,0.16473532,1.9518634,1.0946777,0,0.7278409,31.584425,0.16473532,0,0.16473532,31.584425,0.0851204,0,0.14960168,0.15119742,0.0480558,0,0.12606567,0,0,0.43462232,0.4509346,0,0.43620563,102.56769,1.120373,0.6819859,0.942036,0,0,0.09034035,0.71992767,2.2829232,0.43620563,0.12372026,3.8711238,0.35501167,0.8606121,0,0,0,0,0.37638783,1.120373,1.9518634,0.10367278,0,0,0.40640688,0.40640688,0.35501167,0.12372026,0.3199278,1.6267054,0,0,0,0.06609235,0.7587776,0.62377924,0.44852442,0.1183869,0.09034035,0,0,0,0.7587776,0.942036,0,0.7278409,0.14960168,1.0946777,0,0,PLV1
1126415_scaffold02972,0,0,230.58244,44.022247,0,0,1.6089952,0,0.10871862,0,0,0,0,0,1.3382348,0,0,0,0,0,0,2.5365834,0,3.4783823,0,0,0,0,44.022247,3.8436968,17.72763,5.202182,0,0,0,1.3325473,0,0,0,0,0,0,1.4310188,0,0,0,0,0,0,0,0,0,3.4783823,0,0,0,0,0,1.6089952,0,0,230.58244,1.3325473,0,0,0,0,0,0,1.3382348,0,16.18652,5.202182,3.257304,3.8436968,0,0,0,0,17.72763,1.3325473,0,2.5365834,0,0,0,0,3.257304,16.18652,0.10871862,44.022247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4310188,0,0,0,0,PLV4
1126415_scaffold03349,0,0,81.77829,0,0,0,0,0,0,0.28631148,0,0,0,0,0,0,0,0.29418442,0,0,0,1.7964385,0,0.156133,0,0,0.12388372,0,0,0,15.40831,2.667903,0,0.12388372,0,0,2.0816526,0,0,0,0,0,7.150555,1.1465653,0,0,0,1.1465653,0,2.0816526,0,0,0.156133,0,0,0,0,0.29418442,0,0,0,81.77829,0,0,0,0,1.6054052,0,0,0,0,0,2.667903,0,0,0,0,0,0,15.40831,0,0,1.7964385,1.6054052,0,0,0,0,0,0,0,0,1.7751704,0,0.28631148,0,0,0,0,0,0,0,0,0,0,1.7751704,7.150555,0,0,0,0,PLV2
1126415_scaffold04049,15.041842,3.4978206,207.05774,0,1.9056427,0.988502,0,3.0309362,0,60.78027,0.09373266,0,3.4978206,4.938361,0.9605265,2.5343878,3.4978206,5.224708,0,0.40991652,6.6888504,0.87239426,1.0905501,11.611595,0,0.34958276,1.1000859,35.39665,0,0.3448547,19.45602,0.10576315,1.8207271,1.1000859,0.49357083,3.367074,5.2814426,15.041842,0.990163,1.4078314,0.32898515,0,6.562174,1.9090286,0.990163,0.5989631,0.990163,1.9090286,15.041842,5.2814426,0.089920044,1.0905501,11.611595,0,3.0309362,1.9056427,0.49357083,5.224708,0,2.0031805,0.34958276,207.05774,3.367074,0.40991652,0,0,0.22274968,2.606412,35.39665,0.9605265,0.34958276,2.3796375,0.10576315,0,0.3448547,0.76598483,2.1132407,1.3437676,0.76598483,19.45602,3.367074,1.4078314,0.87239426,0.22274968,0,0,0,0,2.3796375,0,0,1.3437676,4.679787,2.0031805,60.78027,5.2448416,0.09373266,0.988502,6.6888504,2.606412,1.8207271,3.661483,2.5343878,5.2448416,0,4.679787,6.562174,0.089920044,0.32898515,3.661483,4.938361,PLV2
1126415_scaffold04053,14.12309,1.4405011,174.34651,150.77487,0.47648412,102.55041,39.306873,0.6062807,58.46723,18.673939,23.436775,23.576279,1.4405011,83.25949,2.5389254,0,1.4405011,3.9844537,0,0,7.9709225,130.44304,0,32.471252,0,12.4121,26.474897,10.127254,150.77487,5.1736183,159.56396,40.090412,0.8194534,26.474897,3.1029236,1.3470372,15.516629,14.12309,0.7922525,132.8259,0.65807164,0,35.503704,86.34383,0.7922525,2.096694,0.7922525,86.34383,14.12309,15.516629,48.47437,0,32.471252,0,0.6062807,0.47648412,3.1029236,3.9844537,39.306873,33.20068,12.4121,174.34651,1.3470372,0,0.9438504,0,41.99478,129.47173,10.127254,2.5389254,12.4121,15.271693,40.090412,174.78873,5.1736183,0,2.377762,1.4783722,0,159.56396,1.3470372,132.8259,130.44304,41.99478,0,23.576279,23.576279,174.78873,15.271693,58.46723,150.77487,1.4783722,0,33.20068,18.673939,50.175777,23.436775,102.55041,7.9709225,129.47173,0.8194534,1.0986142,0,50.175777,0.9438504,0,35.503704,48.47437,0.65807164,1.0986142,83.25949,X1
1126415_scaffold04321,0,5.2095184,95.56626,0.3674337,10.339121,0.18573667,2.5209188,0.62645465,1.7222925,0.6568617,0.48433265,5.5537534,5.2095184,1.9441794,1.4180584,0.5612406,5.2095184,0.4724468,0,1.4120724,0.2941484,0.7727674,5.6350584,1.9701196,0,1.2644478,0.071054146,0.5366275,0.3674337,0.10182419,7.4814944,3.3882768,0,0.071054146,2.040292,2.0877895,0.34112644,0,2.455844,5.6983624,3.0598602,0,358.2609,5.69936,2.455844,3.7139332,2.455844,5.69936,0,0.34112644,3.5312047,5.6350584,1.9701196,0,0.62645465,10.339121,2.040292,0.4724468,2.5209188,7.9848843,1.2644478,95.56626,2.0877895,1.4120724,0.1950514,0,263.4606,0.44892582,0.5366275,1.4180584,1.2644478,1.1783661,3.3882768,2.205187,0.10182419,0.13193248,35.806778,1.8053039,0.13193248,7.4814944,2.0877895,5.6983624,0.7727674,263.4606,0,5.5537534,5.5537534,2.205187,1.1783661,1.7222925,0.3674337,1.8053039,0.40726328,7.9848843,0.6568617,3.7705727,0.48433265,0.18573667,0.2941484,0.44892582,0,14.000436,0.5612406,3.7705727,0.1950514,0.40726328,358.2609,3.5312047,3.0598602,14.000436,1.9441794,X3

